content,positive_prob,negative_prob,sentiment_class
武汉大学   喜欢看乐队Live house的友友快来看这里！ 邀请大家来看演出啦！ 本周六【12.21】20:00有时间的友友可以来私我！ ,0.99983,0.000169624,2
武大秋色，独恋这棵树，珞珈最美银杏！  #武汉城市影像记# （via@Frozen影像 ） Frozen影像的微博视频 ,0.99989,0.000110271,2
【#街头密密麻麻的石墩要挡住谁# ?】11月中旬，湖北日报客户端刊播《武昌闹市人行道口，十几米距离——密密麻麻43个石墩要挡住谁？》一文后引起市民热议，武昌区城管、中南路街道综合执法中心对该地石墩进行了疏散处理。此后不断有读者联系本报，投诉石墩挡路、伤人现象普遍存在，呼吁有关方面多到实地 ...全文,0.0,0.0,-1
武汉大学经管院，亚洲第一！ 为什么武汉大学培养出很多世界著名经济学家和企业家，主要是武汉大学经管院太牛了！ 如：张培刚、杨小凯、邹恒甫、董辅礽、刘诗白、黄春华、魏华林、陈东升、阎志、华生、叶永刚等等。  ,0.902751,0.0972487,2
武汉大学 祝福武汉大学超话生日快乐！ ,0.999856,0.000144104,2
武汉大学 祝福武汉大学官方大人，生日快乐！非常谢谢！🎂🎂🎂 武汉 ,0.0,0.0,-1
　　【以高质量高校党的建设工作支撑教育强国建设 　　——高校党的建设与思想政治工作综述】  　　求木之长者，必固其根本；欲流之远者，必浚其泉源。  　　党的十八大以来，以习近平同志为核心的党中央始终把高校党的建设摆在管党治党、治国理政的突出位置。习近平总书记亲自出席一系列重要会议并发 ...全文,0.996806,0.00319426,2
#一日之计# 保持对生活的爱与热情，把每一天活得热气腾腾。早安 （via.@武汉大学） ,0.999092,0.000908391,2
愿所有的担心都是虚惊一场 武汉·武汉大学人民医院 ,0.0,0.0,-1
武汉大学中南医院我恨你超过挂号时间半个小时还没开始叫号  手机交不了费只能每个窗口排长队等人工 武汉·武汉大学中南医院总院区 ,0.00203411,0.997966,0
名医推荐： 12月20日周五名医特需门诊 #湖北爱尔眼科医院##武汉大学附属爱尔眼科医院##爱尔眼科# ,0.981495,0.0185051,2
放弃清华北大，选择武汉大学“雷军班”的同学，终于和雷军见面了！在湖北，雷军班录取最高分688分、位次为128位，平均分超过681分；在山东，雷军班录取分为682分；在湖南，雷军班录取平均分超过673分。为了他，宁愿放弃清北，这就是雷军的魅力。你怎么看？ ,0.0,0.0,-1
#武汉大学# 跟着郎导学扣球扣球 运动新潮派的微博视频 ,0.995475,0.00452548,2
#晚安武大#  “生命是一束纯净的火焰，我们依靠自己内心看不见的太阳而存在。”                                    ——托马斯·布朗 明天又是崭新而温暖的一天，睡个好觉吧，晚安 （摄影：王鑫） ,0.999893,0.000107047,2
#好书推荐#  《大地的细节 : 在路上的中国风景》——聂作平  作家聂作平历时多年流连于中国大地的人文风景，以脚步追寻前人足迹，以笔墨追溯历史风云。本书以人物经历或历史事件为纲，从地理角度对旧人旧事进行挖掘和解读，把厚重的历史置于坦荡的山河之间。  在江油、安陆、长安，探访李白烂漫而遗憾 ...全文,0.0,0.0,-1
武汉大学卓越工程师学院于今日正式揭牌！武汉大学将牢记习近平总书记“用国家大事业磨砺青年人真本领”的殷切嘱托，建好卓越工程师学院，培养好新时代卓越工程师，加快建设国家战略人才力量，自觉担负起建设教育强国、科技强国、人才强国的时代责任，为全面推进中国式现代化作出武大人新的更大贡献（视 ...全文,0.996897,0.00310333,2
武汉大学  武汉大学原来这么美，视频看几遍都看不厌。  记得武汉大学刚搬到珞珈山时，当时人们认为地域偏远，好像很孤独，周边的环境也没这么好。  百年老校再也不孤独，好多大学都搬到那一块，周边的环境一天比一天好。几十年过去了，武汉大学成了各大学的翘楚，独树一帜，变成了最美校园。春 ...全文,0.999946,5.44402e-05,2
高考志愿填报指南  有学生家长来信：“乐老师：您好！看到今天写的香港的大学，正是我想问的问题。孩子华师汉语言大二，对将来的设想是到香港大学读研究生（目标冲香港大学），然后再考博，最后目标落在去大学做老师，或者研究古汉语、戏剧这类的。说白了，能跟老师做同一样的工作就很好，请问 ...全文,0.0,0.0,-1
【#武汉大学人工智能学院正式成立#，校长张平文院士任首任院长明年起招生】武汉大学   12月16日上午，武汉大学人工智能学院正式揭牌，由中国科学院院士、武汉大学校长张平文担任院长。该学院依托武汉大学数学、物理、化学、测绘遥感等优势学科，聚焦数理基础与数据科学、机器学习与智能科学、 ...全文,0.997741,0.00225918,2
【#武汉大学人工智能学院正式成立#，校长张平文院士任首任院长明年起招生】武汉大学   12月16日上午，武汉大学人工智能学院正式揭牌，由中国科学院院士、武汉大学校长张平文担任院长。该学院依托武汉大学数学、物理、化学、测绘遥感等优势学科，聚焦数理基础与数据科学、机器学习与智能科学、 ...全文,0.997741,0.00225918,2
倒计时两天 那就给四天后考完所有科目的自己写一封信 我刚刚背完专业课，你在干什么呢？ 我很迷茫我的状态，你有正常发挥吗？ 我现在特别特别想喝酒啊！你有没有去喝酒！ 我现在在宿舍的床上，你在哪里呢？ 我要继续减肥！你有没有开始准备进入状态？ 还有呢，我想告诉你，就算我们发挥的没那么好，也 ...全文,0.0,0.0,-1
【名人与武汉】《1938，郭沫若在武汉  》       郭沫若，这位著名的文学家、历史学家，与武汉有着深厚的渊源。他不仅在武汉度过了抗战时期的重要岁月，还在此留下了许多珍贵的文化遗产。         一、郭沫若在武汉的主要事迹        1、抗战宣传：1938年，郭沫若出任国民政府军事委员会政治部第三厅厅 ...全文,0.0,0.0,-1
【#浙大城院发放超40万返乡补贴##多个学校给学生发放补贴#】“卡里怎么多了500元？”一条来自学校“爱城院”App的短信解开了浙大城市学院大三学生小穆的疑问。原来这是浙大城院的一项暖心资助活动，学校通过返乡交通补贴的形式为家庭生活困难学生提供资助。学生无需申请，学校通过前期摸排，确定资助对 ...全文,0.84162,0.15838,2
很好奇，雷军出生于1969年，1987年考入武汉大学时，学生注册登记卡片上家庭出身竟然还有“中农”这一说吗？那个时候不是早就不提这个了吗？ ,0.00716119,0.992839,0
江城有黉 珞珈独秀#武汉##武汉大学# 武汉 ,0.0,0.0,-1
这个冬天不太冷(&gt;_&lt;)❄️ 武汉·武汉大学 ,0.930402,0.0695985,2
今天下午在武汉大学图书馆整理复习资料，花了4，5个小时，结果被我不小心一点全没了!一字一句打的，人崩溃了!感觉这半年运气真的不好，没什么顺心的事情!求求霉运快过去吧! ,0.000550949,0.999449,0
#读书杂志# 汪锋：先从简称的机制说起吧，语言学者早就分过类，一种叫减缩，“清华”就是从“清华大学”的两个直接成分“清华”和“大学”中减去后者而来；另一种叫紧缩，“北大”就是从“北京大学”的两个组成成分“北京”和“大学”中各取一字而来。“北京大学”不能用减缩式，简称“北京”就跟首都 ...全文,0.932627,0.0673731,2
武汉大学 武汉大学艺术学院可以加设音乐专业吗，音乐编辑或者流行音乐表演，创作之类的，真的很喜欢武汉大学，但确实很想学音乐      2024年12月18日打卡第一天，求求了 ,0.99377,0.00622973,2
#有个好梦# 毋庸置疑，好的事情总会到来。而当它来晚时，也不失为一种惊喜。晚安 （via.@武汉大学 ） ,0.0,0.0,-1
不是科技馆，这里是社区党群服务中心三楼🛰️  隔壁是武大#遥感与测绘工程学院# 武汉·武汉大学信息学部 ,0.219628,0.780372,0
#黑神话悟空再输宇宙机器人# 马云说，杭州师范大学是全世界最好的大学！雷军说，武汉大学是全球最好的大学！ ,0.999868,0.000131633,2
总图要不换下网呢…两年半了头一次这么卡😥 另外一个好玩的现象 嫌卫衣袖子上的拉环太碍事 没想到它可以拉这么深 关键是穿一年了我第一次发现😸_ 武汉·武汉大学图书馆文理馆(总馆) ,0.0,0.0,-1
#李不白谈读历史中地图的重要性#【对话李不白：在地图中重新认识历史】过去近二十年，李不白始终在和地图打交道。他毕业于武汉测绘科技大学（后来并入武汉大学），和地图结缘于电脑绘图尚不普及的年代。毕业后，他在出版社的地图编辑部工作过不短的时间，很早养成了对着地图看历史书的习惯。李不白觉得 ...全文,0.999477,0.000522649,2
1987年，在武汉大学，雷军填写的注册卡。瞧他那钢笔字，得算个什么段位呢？ ,0.769472,0.230528,2
读报（12.3）: 1. 我国单管输气量最大的天然气管道——中俄东线天然气管道全线贯通，年输气能力提至380亿立方米 2. 武汉大学资源与环境科学学院研制出一种可重复使用、可生物降解的新型全生物质纤维海绵，其首次使用时可吸附水中99.8%的微塑料 3. 最高法：超法定退休年龄的人因交通事故受伤有权诉求误 ...全文,0.0,0.0,-1
#张杰清华大学唱着逆战出场# @武汉大学 [開學季]你懂我意思 ,0.998905,0.00109546,2
【校园里的美好时光】在慢时光团体辅导中暂放下学习和备考的紧张；在色彩斑斓的创作中与自己对话，感受平静与安宁；在茶语时光团体辅导中邂逅茶的芬芳与温暖，泡茶、斟茶，品茗一杯；在表达与倾听中拓展情感体验，积攒能量，继续前行戳↓↓↓和小武一起回顾那些愉悦的瞬间吧（来源：大学生心理健康 ...全文,0.999949,5.10129e-05,2
谁说成绩差不能攻硕士？武汉大学本硕联合培养#升学规划 #本科 #硕士 #大学  - 武汉大学本硕联合培养的微博视频 ,0.0,0.0,-1
#张杰清华大学唱着逆战出场# @武汉大学 [開學季]你懂我意思 ,0.998905,0.00109546,2
【校园里的美好时光】在慢时光团体辅导中暂放下学习和备考的紧张；在色彩斑斓的创作中与自己对话，感受平静与安宁；在茶语时光团体辅导中邂逅茶的芬芳与温暖，泡茶、斟茶，品茗一杯；在表达与倾听中拓展情感体验，积攒能量，继续前行戳↓↓↓和小武一起回顾那些愉悦的瞬间吧（来源：大学生心理健康 ...全文,0.999949,5.10129e-05,2
谁说成绩差不能攻硕士？武汉大学本硕联合培养#升学规划 #本科 #硕士 #大学  - 武汉大学本硕联合培养的微博视频 ,0.0,0.0,-1
#武汉大学##武汉大学研究生会##珞珈风物#  珞珈山下十二月的银杏，如同繁星⭐️，洒下无尽的诗意与浪漫 （图源：刘晓晨） ,0.999368,0.000632322,2
武汉大学卓越工程师学院于今日正式揭牌！ 顺十而为的微博视频 ,0.956434,0.0435661,2
西方红公司简史（1）：从农村到上大学  虽说是写公司的简史，但这篇主要是写我个人的成长史，因为在1992年，还没有西方红这间公司。西方红这间咨询公司，得追溯到2018年了（工商注册日期）。  西方红公司是由李显红创办的，所以要讲西方红的历史，就得从李显红的成长史开始。  1992年，是个不平凡日子 ...全文,0.0,0.0,-1
稚楚   武汉限时无料｜end ｜初遇系列拍立得 后续项目（初遇系列黑白慢插图）                  如果当初没有搭上那辆729…… 限时：1月6日-1月10日（地址武汉大学、江汉路等附近即可，详情可私或➕蹲👗） 数量有限！有限哦！想问在不在的可以私信！代领最多支持一张（是一张不是一对） 画手 ...全文,0.980717,0.0192826,2
